,clstr_a,clstr_b,pelicula_id,cos_smltd,vecino_id
0.0,2.0,3.0,3529,0.21650508249518116,14589
0.0,2.0,3.0,3529,0.20397717267792845,14595
0.0,2.0,3.0,3529,0.18247082819328483,33391
0.0,2.0,3.0,3529,0.17978330501326875,14594
0.0,2.0,3.0,3529,0.17278902347307107,14588
1.0,2.0,3.0,15947,0.18416448400867635,14906
1.0,2.0,3.0,15947,0.07669037100849097,61546
1.0,2.0,3.0,15947,0.07623605052131469,61856
1.0,2.0,3.0,15947,0.06778854120213984,20417
1.0,2.0,3.0,15947,0.0639352155589727,44173
2.0,2.0,3.0,229,0.28787704633934347,3076
2.0,2.0,3.0,229,0.24772755864786908,3077
2.0,2.0,3.0,229,0.2116789096290104,3103
2.0,2.0,3.0,229,0.19890983047132255,3074
2.0,2.0,3.0,229,0.19717927487494333,3035
3.0,2.0,3.0,3170,0.11861331512464204,43464
3.0,2.0,3.0,3170,0.10463587080352606,33389
3.0,2.0,3.0,3170,0.09027546380824872,11972
3.0,2.0,3.0,3170,0.08547889511115962,61856
3.0,2.0,3.0,3170,0.07566413977878786,56402
4.0,2.0,3.0,10693,0.12048054756744653,29484
4.0,2.0,3.0,10693,0.11694432352058833,33419
4.0,2.0,3.0,10693,0.10779751860920972,61546
4.0,2.0,3.0,10693,0.1071185410590611,75532
4.0,2.0,3.0,10693,0.10335251076452334,11972
5.0,2.0,3.0,1678,0.1647811012004467,3077
5.0,2.0,3.0,1678,0.12897198974133994,252916
5.0,2.0,3.0,1678,0.12697799518149755,55603
5.0,2.0,3.0,1678,0.12047810981165605,3076
5.0,2.0,3.0,1678,0.11819149174173668,10973
6.0,2.0,3.0,244,0.2512435730077119,43149
6.0,2.0,3.0,244,0.2132026035462692,307
6.0,2.0,3.0,244,0.1440580395285431,23336
6.0,2.0,3.0,244,0.14252085534123043,55603
6.0,2.0,3.0,244,0.14160774536055643,159849
7.0,2.0,3.0,15849,0.22259991825735762,31498
7.0,2.0,3.0,15849,0.21219567116299448,29243
7.0,2.0,3.0,15849,0.2065810384512597,33390
7.0,2.0,3.0,15849,0.14062993508202923,11972
7.0,2.0,3.0,15849,0.1381307189983718,43388
8.0,2.0,3.0,29242,0.20740712139243972,31498
8.0,2.0,3.0,29242,0.16663131448169116,29239
8.0,2.0,3.0,29242,0.152773798847215,29243
8.0,2.0,3.0,29242,0.12919156708657265,11972
8.0,2.0,3.0,29242,0.12592945543035894,4558
9.0,2.0,3.0,29243,0.45722653842579,29239
9.0,2.0,3.0,29243,0.4067438436978649,31498
9.0,2.0,3.0,29243,0.21219567116299448,15849
9.0,2.0,3.0,29243,0.15863441287460095,33390
9.0,2.0,3.0,29243,0.152773798847215,29242
10.0,2.0,3.0,31498,0.4067438436978649,29243
10.0,2.0,3.0,31498,0.35018000449918646,29239
10.0,2.0,3.0,31498,0.22259991825735762,15849
10.0,2.0,3.0,31498,0.20740712139243972,29242
10.0,2.0,3.0,31498,0.1871784421312418,33390
11.0,2.0,3.0,29239,0.45722653842579,29243
11.0,2.0,3.0,29239,0.35018000449918646,31498
11.0,2.0,3.0,29239,0.16663131448169116,29242
11.0,2.0,3.0,29239,0.14072128042199497,33390
11.0,2.0,3.0,29239,0.12449886794694526,15849
12.0,2.0,3.0,138,0.22204798987978966,30793
12.0,2.0,3.0,138,0.17471340195793134,3103
12.0,2.0,3.0,138,0.11452065300741855,229
12.0,2.0,3.0,138,0.09592383355600236,307
12.0,2.0,3.0,138,0.08712900880732566,23336
13.0,2.0,3.0,30793,0.22204798987978966,138
13.0,2.0,3.0,30793,0.21334305881113919,3103
13.0,2.0,3.0,30793,0.1475318136533618,13666
13.0,2.0,3.0,30793,0.141350793978964,3077
13.0,2.0,3.0,30793,0.1134516263077918,90465
14.0,2.0,3.0,3103,0.2662554496137677,3077
14.0,2.0,3.0,3103,0.21334305881113919,30793
14.0,2.0,3.0,3103,0.2116789096290104,229
14.0,2.0,3.0,3103,0.17471340195793134,138
14.0,2.0,3.0,3103,0.15027134554032537,3076
15.0,2.0,3.0,3035,0.23331725872397158,3077
15.0,2.0,3.0,3035,0.19717927487494333,229
15.0,2.0,3.0,3035,0.19525083039637664,3076
15.0,2.0,3.0,3035,0.18871147169657165,3074
15.0,2.0,3.0,3035,0.1522508356247132,29912
16.0,2.0,3.0,3077,0.2747865230967492,3074
16.0,2.0,3.0,3077,0.2662554496137677,3103
16.0,2.0,3.0,3077,0.25851070071262205,3076
16.0,2.0,3.0,3077,0.24772755864786908,229
16.0,2.0,3.0,3077,0.23331725872397158,3035
17.0,2.0,3.0,3074,0.2747865230967492,3077
17.0,2.0,3.0,3074,0.20801490487557292,3076
17.0,2.0,3.0,3074,0.19890983047132255,229
17.0,2.0,3.0,3074,0.18871147169657165,3035
17.0,2.0,3.0,3074,0.13439886425074607,252916
18.0,2.0,3.0,3076,0.28787704633934347,229
18.0,2.0,3.0,3076,0.25851070071262205,3077
18.0,2.0,3.0,3076,0.20801490487557292,3074
18.0,2.0,3.0,3076,0.19624060514044994,11972
18.0,2.0,3.0,3076,0.19525083039637664,3035
19.0,2.0,3.0,32023,0.15593342189189732,23280
19.0,2.0,3.0,32023,0.13516091767725852,11972
19.0,2.0,3.0,32023,0.12951784662598254,38461
