,clstr_a,clstr_b,pelicula_id,cos_smltd,vecino_id
0.0,1.0,4.0,862,0.4194605018337664,863
0.0,1.0,4.0,862,0.0956273088588516,33560
0.0,1.0,4.0,862,0.081506224447265,27850
0.0,1.0,4.0,862,0.06915305888156124,31609
0.0,1.0,4.0,862,0.06818315715721011,15674
1.0,1.0,4.0,15602,0.17626007775974453,15653
1.0,1.0,4.0,15602,0.16262378086992468,15789
1.0,1.0,4.0,15602,0.13714091880422047,11520
1.0,1.0,4.0,15602,0.12854993601044137,40760
1.0,1.0,4.0,15602,0.12076650661760818,62385
2.0,1.0,4.0,11862,0.28947222842688114,11846
2.0,1.0,4.0,11862,0.19490115262465943,10603
2.0,1.0,4.0,11862,0.17936761242829138,27769
2.0,1.0,4.0,11862,0.14423501700633187,16094
2.0,1.0,4.0,11862,0.1385899631353524,10380
3.0,1.0,4.0,21032,0.0860659237336358,108432
3.0,1.0,4.0,21032,0.07488301994595109,18009
3.0,1.0,4.0,21032,0.07273880981408427,9463
3.0,1.0,4.0,21032,0.06967384641327615,11824
3.0,1.0,4.0,21032,0.06796688479908553,9003
4.0,1.0,4.0,9273,0.12083774241170937,63537
4.0,1.0,4.0,9273,0.12055874044341383,34584
4.0,1.0,4.0,9273,0.119843394429974,159704
4.0,1.0,4.0,9273,0.1181380959653559,10144
4.0,1.0,4.0,9273,0.11656213593877611,10353
5.0,1.0,4.0,8012,0.12986822028075104,37728
5.0,1.0,4.0,8012,0.08689411892516409,152625
5.0,1.0,4.0,8012,0.08352573220016632,21452
5.0,1.0,4.0,8012,0.08087781632911063,29445
5.0,1.0,4.0,8012,0.0787635952320363,36323
6.0,1.0,4.0,9598,0.24442332599773436,9447
6.0,1.0,4.0,9598,0.18185758897228105,9565
6.0,1.0,4.0,9598,0.17391011335770043,11497
6.0,1.0,4.0,9598,0.1452999023556055,23289
6.0,1.0,4.0,9598,0.12868421299019359,609
7.0,1.0,4.0,10530,0.18838155811653085,11317
7.0,1.0,4.0,10530,0.18280231097136432,4032
7.0,1.0,4.0,10530,0.1785679663898272,52017
7.0,1.0,4.0,10530,0.16505163904100958,16288
7.0,1.0,4.0,10530,0.162612366787183,108
8.0,1.0,4.0,10634,0.24265766649192902,10471
8.0,1.0,4.0,10634,0.11457894261243835,1648
8.0,1.0,4.0,10634,0.11281643456400318,78
8.0,1.0,4.0,10634,0.10972170464200671,33560
8.0,1.0,4.0,10634,0.10803592869834397,20075
9.0,1.0,4.0,9102,0.13156710675852232,9532
9.0,1.0,4.0,9102,0.1294731619884593,26958
9.0,1.0,4.0,9102,0.10924310129677642,4232
9.0,1.0,4.0,9102,0.10316819958953162,65460
9.0,1.0,4.0,9102,0.10151587586545205,39283
10.0,1.0,4.0,27793,0.3712177662507665,34584
10.0,1.0,4.0,27793,0.11980365541977324,27850
10.0,1.0,4.0,27793,0.11818170820577509,34636
10.0,1.0,4.0,27793,0.11706264455342388,18477
10.0,1.0,4.0,27793,0.11362960415991544,10351
11.0,1.0,4.0,5894,0.1313238328665441,24647
11.0,1.0,4.0,5894,0.11653867126226508,11497
11.0,1.0,4.0,5894,0.11008608758458384,39929
11.0,1.0,4.0,5894,0.10541390853089484,18560
11.0,1.0,4.0,5894,0.10258893019655627,27320
12.0,1.0,4.0,8839,0.23572738535020415,39345
12.0,1.0,4.0,8839,0.23474258353820993,39346
12.0,1.0,4.0,8839,0.1911918809516889,46695
12.0,1.0,4.0,8839,0.18674578961003704,11317
12.0,1.0,4.0,8839,0.17637701590612376,40760
13.0,1.0,4.0,9073,0.23815650358761176,1634
13.0,1.0,4.0,9073,0.23054780165572594,18519
13.0,1.0,4.0,9073,0.1543033497782529,14088
13.0,1.0,4.0,9073,0.14585330858136614,37530
13.0,1.0,4.0,9073,0.11101253582482357,37653
14.0,1.0,4.0,11980,0.3031444792302295,9011
14.0,1.0,4.0,11980,0.20043859189331942,33604
14.0,1.0,4.0,11980,0.17566739038603085,9033
14.0,1.0,4.0,11980,0.17209269712556952,11285
