,clstr_a,clstr_b,pelicula_id,cos_smltd,vecino_id
0.0,1.0,3.0,755,0.1608871246443723,40446
0.0,1.0,3.0,755,0.1601480258331816,22572
0.0,1.0,3.0,755,0.15801810004519581,25749
0.0,1.0,3.0,755,0.14092124761398309,25750
0.0,1.0,3.0,755,0.13526381528878717,11069
1.0,1.0,3.0,9102,0.14128554842868762,9532
1.0,1.0,3.0,9102,0.13111276536462815,26958
1.0,1.0,3.0,9102,0.12076376352940298,4232
1.0,1.0,3.0,9102,0.11412300170267195,9011
1.0,1.0,3.0,9102,0.10616618714290178,39283
2.0,1.0,3.0,11980,0.324713806838678,9011
2.0,1.0,3.0,11980,0.17409221970187544,9033
2.0,1.0,3.0,11980,0.13049952251920105,10351
2.0,1.0,3.0,11980,0.12477668788803348,60898
2.0,1.0,3.0,11980,0.12102283433397623,11357
3.0,1.0,3.0,9348,0.14436369736697616,9825
3.0,1.0,3.0,9348,0.12458645948604485,12476
3.0,1.0,3.0,9348,0.12453608596736555,57597
3.0,1.0,3.0,9348,0.12087057109022048,26957
3.0,1.0,3.0,9348,0.11706773256656904,13559
4.0,1.0,3.0,628,0.1315312484994366,34125
4.0,1.0,3.0,628,0.1271759324470947,52017
4.0,1.0,3.0,628,0.11387918741650506,36647
4.0,1.0,3.0,628,0.1088512859884787,9463
4.0,1.0,3.0,628,0.1058155065830907,25748
5.0,1.0,3.0,9059,0.16319697969209931,40649
5.0,1.0,3.0,9059,0.14772517554063092,26515
5.0,1.0,3.0,9059,0.144608528254593,26958
5.0,1.0,3.0,9059,0.13253113440658776,4232
5.0,1.0,3.0,9059,0.12851524696106553,49684
6.0,1.0,3.0,11596,0.2649205834246409,10072
6.0,1.0,3.0,11596,0.21815233551617963,10160
6.0,1.0,3.0,11596,0.2111381595124796,10014
6.0,1.0,3.0,11596,0.1787123951419844,10131
6.0,1.0,3.0,11596,0.14729309961915965,377
7.0,1.0,3.0,75555,0.146587836361678,9728
7.0,1.0,3.0,75555,0.1265894219378868,18086
7.0,1.0,3.0,75555,0.12326141783723472,755
7.0,1.0,3.0,75555,0.12068574416929245,27770
7.0,1.0,3.0,75555,0.11864441365376999,11980
8.0,1.0,3.0,10824,0.2027732782172263,12485
8.0,1.0,3.0,10824,0.1808632249229982,50687
8.0,1.0,3.0,10824,0.1438484275206008,9529
8.0,1.0,3.0,10824,0.1349430558579737,32250
8.0,1.0,3.0,10824,0.13190206330171958,11587
9.0,1.0,3.0,8766,0.18287339055084464,11569
9.0,1.0,3.0,8766,0.1362216638564961,22572
9.0,1.0,3.0,8766,0.12463025224423241,36679
9.0,1.0,3.0,8766,0.1202546746672946,12095
9.0,1.0,3.0,8766,0.11699030240241884,26958
10.0,1.0,3.0,9431,0.10433829539911842,9463
10.0,1.0,3.0,9431,0.10066406713372035,11361
10.0,1.0,3.0,9431,0.09754146539915792,52017
10.0,1.0,3.0,9431,0.097313073801325,9059
10.0,1.0,3.0,9431,0.0939383915027341,18009
11.0,1.0,3.0,10987,0.43627237728475826,11357
11.0,1.0,3.0,10987,0.3587002144439063,11361
11.0,1.0,3.0,10987,0.2899532621405448,11281
11.0,1.0,3.0,10987,0.18354096083187046,24126
11.0,1.0,3.0,10987,0.13768314805110593,11675
12.0,1.0,3.0,10163,0.10953790031567684,18498
12.0,1.0,3.0,10163,0.10450425193728848,17991
12.0,1.0,3.0,10163,0.10191910883916014,9542
12.0,1.0,3.0,10163,0.09129799887119847,19142
12.0,1.0,3.0,10163,0.08991534448598999,11133
13.0,1.0,3.0,25750,0.16633736309100094,11361
13.0,1.0,3.0,25750,0.16578794096982002,7341
13.0,1.0,3.0,25750,0.15449867354179547,27764
13.0,1.0,3.0,25750,0.14732976722566954,52017
13.0,1.0,3.0,25750,0.14092124761398309,755
14.0,1.0,3.0,11298,0.14186886818189284,28090
14.0,1.0,3.0,11298,0.11906348650221842,25750
14.0,1.0,3.0,11298,0.11864202709246166,46695
14.0,1.0,3.0,11298,0.10206231830557728,10585
14.0,1.0,3.0,11298,0.10099885390143414,42185
15.0,1.0,3.0,679,0.21702993753626937,8078
15.0,1.0,3.0,679,0.16134758787829523,8077
15.0,1.0,3.0,679,0.1409147480698572,19287
15.0,1.0,3.0,679,0.13424651861107179,9706
15.0,1.0,3.0,679,0.12839525581340389,2907
16.0,1.0,3.0,766,0.19313883841636262,18498
16.0,1.0,3.0,766,0.1816227838477061,27769
16.0,1.0,3.0,766,0.152952144450507,11569
16.0,1.0,3.0,766,0.15032642100820312,30554
16.0,1.0,3.0,766,0.14727536234941535,9730
17.0,1.0,3.0,765,0.22701059140758612,764
17.0,1.0,3.0,765,0.11718343319236019,12476
17.0,1.0,3.0,765,0.10530401720100581,18111
17.0,1.0,3.0,765,0.10400956220170676,10351
17.0,1.0,3.0,765,0.10007932840666325,16146
18.0,1.0,3.0,8077,0.16134758787829523,679
18.0,1.0,3.0,8077,0.11510219196534767,39283
18.0,1.0,3.0,8077,0.1130335350669934,8078
18.0,1.0,3.0,8077,0.09893739225900375,12594
18.0,1.0,3.0,8077,0.09802352636806634,15158
19.0,1.0,3.0,27214,0.18168419109836675,11415
19.0,1.0,3.0,27214,0.1806623113740371,41848
19.0,1.0,3.0,27214,0.17470948572615608,52263
19.0,1.0,3.0,27214,0.16273422344091504,60190
19.0,1.0,3.0,27214,0.16248821253062526,40446
20.0,1.0,3.0,52263,0.2394663012274778,52868
20.0,1.0,3.0,52263,0.17470948572615608,27214
20.0,1.0,3.0,52263,0.14961274920827003,16235
20.0,1.0,3.0,52263,0.14938926412287498,41848
20.0,1.0,3.0,52263,0.13820872713545346,11415
21.0,1.0,3.0,33519,0.12826657684453452,4457
21.0,1.0,3.0,33519,0.12736040972430357,8913
21.0,1.0,3.0,33519,0.12341994134998412,26958
21.0,1.0,3.0,33519,0.11791376167773891,25751
21.0,1.0,3.0,33519,0.11249278175723179,30654
22.0,1.0,3.0,16235,0.16356566511747325,8913
22.0,1.0,3.0,16235,0.15328151521964498,40760
22.0,1.0,3.0,16235,0.14961274920827003,52263
22.0,1.0,3.0,16235,0.13688497793198515,30666
22.0,1.0,3.0,16235,0.13232988999868142,52868
23.0,1.0,3.0,41848,0.21573440366457056,11377
23.0,1.0,3.0,41848,0.1806623113740371,27214
23.0,1.0,3.0,41848,0.14938926412287498,52263
23.0,1.0,3.0,41848,0.130297942139249,40446
23.0,1.0,3.0,41848,0.1299135056894321,4232
24.0,1.0,3.0,9529,0.1438484275206008,10824
24.0,1.0,3.0,9529,0.1251412097952449,27548
24.0,1.0,3.0,9529,0.1019596894058623,1483
24.0,1.0,3.0,9529,0.09605017021461534,10585
24.0,1.0,3.0,9529,0.08352742456401009,11186
25.0,1.0,3.0,377,0.21446412796767284,10072
25.0,1.0,3.0,377,0.1749674811206446,10014
25.0,1.0,3.0,377,0.14729309961915965,11596
25.0,1.0,3.0,377,0.14695200995637328,10160
25.0,1.0,3.0,377,0.14313668692680992,25748
26.0,1.0,3.0,17692,0.2739050960129705,42185
26.0,1.0,3.0,17692,0.1587453143665774,40254
26.0,1.0,3.0,17692,0.14221068573978968,18477
26.0,1.0,3.0,17692,0.11605020087642466,6917
26.0,1.0,3.0,17692,0.11553727676513392,37530
27.0,1.0,3.0,4232,0.163437861054938,41828
27.0,1.0,3.0,4232,0.15050068660124588,11495
27.0,1.0,3.0,4232,0.14257969465759446,27815
27.0,1.0,3.0,4232,0.14057757417908975,30654
27.0,1.0,3.0,4232,0.13440036068112612,29445
28.0,1.0,3.0,9360,0.1257885369098348,19287
28.0,1.0,3.0,9360,0.10689222987888244,17692
28.0,1.0,3.0,9360,0.10602116142889648,18477
28.0,1.0,3.0,9360,0.10499815179786284,30780
28.0,1.0,3.0,9360,0.10280689275433531,1987
29.0,1.0,3.0,17991,0.31893125214232365,41428
29.0,1.0,3.0,17991,0.15131571417763978,12212
29.0,1.0,3.0,17991,0.13010763758484337,36679
29.0,1.0,3.0,17991,0.12001975605808421,18477
29.0,1.0,3.0,17991,0.11318738110338974,12476
30.0,1.0,3.0,4961,0.1187743038664243,49684
30.0,1.0,3.0,4961,0.11817483476378811,4457
30.0,1.0,3.0,4961,0.11598084337998468,22572
30.0,1.0,3.0,4961,0.10909701133985414,10160
30.0,1.0,3.0,4961,0.10141198639511063,10344
31.0,1.0,3.0,10351,0.21517329243095965,12594
31.0,1.0,3.0,10351,0.14223153614964548,27770
31.0,1.0,3.0,10351,0.13049952251920105,11980
31.0,1.0,3.0,10351,0.12793052660580267,52017
31.0,1.0,3.0,10351,0.12407190841537562,9003
32.0,1.0,3.0,3597,0.138750231806256,16288
32.0,1.0,3.0,3597,0.12667896819803404,41769
32.0,1.0,3.0,3597,0.11631231937433749,42185
32.0,1.0,3.0,3597,0.11409201102831282,31245
32.0,1.0,3.0,3597,0.11079390842984997,40446
33.0,1.0,3.0,8078,0.21702993753626937,679
33.0,1.0,3.0,8078,0.1405406076127416,19142
33.0,1.0,3.0,8078,0.13818537889018273,23730
33.0,1.0,3.0,8078,0.13153605942050484,24126
33.0,1.0,3.0,8078,0.12678745922965462,22572
34.0,1.0,3.0,4233,0.13897119332688082,11187
34.0,1.0,3.0,4233,0.13165062639646496,45878
34.0,1.0,3.0,4233,0.12900745507953076,2671
34.0,1.0,3.0,4233,0.11696091836669162,764
34.0,1.0,3.0,4233,0.10768846389033249,30554
