,clstr_a,clstr_b,pelicula_id,cos_smltd,vecino_id
0.0,3.0,2.0,10054,0.35242917344997576,9488
0.0,3.0,2.0,10054,0.20491592943096226,585
0.0,3.0,2.0,10054,0.19350445969917884,12279
0.0,3.0,2.0,10054,0.16031463201183968,15898
0.0,3.0,2.0,10054,0.1459542559533033,395
1.0,3.0,2.0,1734,0.15570301490969,1735
1.0,3.0,2.0,1734,0.14010712195408276,80321
1.0,3.0,2.0,1734,0.1273960642508262,10527
1.0,3.0,2.0,1734,0.12221329509668315,26736
1.0,3.0,2.0,1734,0.1035463877996558,55431
2.0,3.0,2.0,808,0.19698354539121152,809
2.0,3.0,2.0,808,0.13832499196783424,810
2.0,3.0,2.0,808,0.10448013664520898,177271
2.0,3.0,2.0,808,0.0996351012568053,80410
2.0,3.0,2.0,808,0.09658132836373977,10192
3.0,3.0,2.0,10865,0.1530809602255241,8965
3.0,3.0,2.0,10865,0.12648612324580677,70981
3.0,3.0,2.0,10865,0.11579290231891386,283995
3.0,3.0,2.0,10865,0.11184847885507745,2454
3.0,3.0,2.0,10865,0.10887422066369813,49953
4.0,3.0,2.0,2114,0.18355669957949303,406052
4.0,3.0,2.0,2114,0.14906873266257098,70981
4.0,3.0,2.0,2114,0.12904815892558544,122917
4.0,3.0,2.0,2114,0.12142775459200976,950
4.0,3.0,2.0,2114,0.11944197023063043,91314
5.0,3.0,2.0,585,0.22109912654473987,62211
5.0,3.0,2.0,585,0.20491592943096226,10054
5.0,3.0,2.0,585,0.16119800477837207,14749
5.0,3.0,2.0,585,0.1589440313413052,395
5.0,3.0,2.0,585,0.1541454555931686,80321
6.0,3.0,2.0,671,0.2379150087199552,674
6.0,3.0,2.0,671,0.2053346292980148,1930
6.0,3.0,2.0,671,0.20371637237087195,675
6.0,3.0,2.0,671,0.18996832908368114,767
6.0,3.0,2.0,671,0.18750980243684665,102382
7.0,3.0,2.0,120,0.19084247693910344,49051
7.0,3.0,2.0,120,0.18748191889132448,122
7.0,3.0,2.0,120,0.175478999689831,57158
7.0,3.0,2.0,120,0.174230264365666,14787
7.0,3.0,2.0,120,0.17406074025817678,121
8.0,3.0,2.0,16690,0.12723136504176588,10105
8.0,3.0,2.0,16690,0.12276775273109701,585
8.0,3.0,2.0,16690,0.11980616862124827,177271
8.0,3.0,2.0,16690,0.1173924334920059,1251
8.0,3.0,2.0,16690,0.11603851874519103,1771
9.0,3.0,2.0,425,0.3016167419620255,8355
9.0,3.0,2.0,425,0.2738177159664966,950
9.0,3.0,2.0,425,0.15101109852267183,57800
9.0,3.0,2.0,425,0.1272644554565342,278154
9.0,3.0,2.0,425,0.1266719293063347,810
10.0,3.0,2.0,9334,0.20697285883701547,13486
10.0,3.0,2.0,9334,0.14869639514770686,297291
10.0,3.0,2.0,9334,0.10412602412324123,11253
10.0,3.0,2.0,9334,0.09318204427303411,353595
10.0,3.0,2.0,9334,0.09028772993175027,78049
11.0,3.0,2.0,557,0.21821414153498736,559
11.0,3.0,2.0,557,0.2099395879328557,102382
11.0,3.0,2.0,557,0.19490331563613902,1930
11.0,3.0,2.0,557,0.17904973231667817,558
11.0,3.0,2.0,557,0.11056835238450372,79516
12.0,3.0,2.0,1894,0.42729367957755837,1895
12.0,3.0,2.0,1894,0.14795525840011556,126963
12.0,3.0,2.0,1894,0.13543570748168385,109080
12.0,3.0,2.0,1894,0.1350626623390516,284053
12.0,3.0,2.0,1894,0.13395404723953724,58595
13.0,3.0,2.0,11544,0.3442604496643893,15567
13.0,3.0,2.0,11544,0.25757755534363375,21316
13.0,3.0,2.0,11544,0.13415506988164405,20760
13.0,3.0,2.0,11544,0.11163385701738543,127380
13.0,3.0,2.0,11544,0.1065271573991387,36696
14.0,3.0,2.0,608,0.1791060813138352,126963
14.0,3.0,2.0,608,0.17020989032720402,284053
14.0,3.0,2.0,608,0.15648118764664087,70981
14.0,3.0,2.0,608,0.1498347815130324,1895
14.0,3.0,2.0,608,0.1448524436540998,75629
15.0,3.0,2.0,10996,0.295216422636677,30178
15.0,3.0,2.0,10996,0.17193320850973579,43956
15.0,3.0,2.0,10996,0.13405256626453535,227783
15.0,3.0,2.0,10996,0.1336154517548311,23903
15.0,3.0,2.0,10996,0.12159167625313731,28118
16.0,3.0,2.0,9488,0.35242917344997576,10054
16.0,3.0,2.0,9488,0.18644632424682758,82702
16.0,3.0,2.0,9488,0.16749653067488351,12279
16.0,3.0,2.0,9488,0.16401791415951036,26497
16.0,3.0,2.0,9488,0.1508063327949182,953
17.0,3.0,2.0,9266,0.13536796905923376,24021
17.0,3.0,2.0,9266,0.13284499874274636,12155
17.0,3.0,2.0,9266,0.11277336074125838,175774
17.0,3.0,2.0,9266,0.11198579592907551,18239
17.0,3.0,2.0,9266,0.11192810822986365,14128
18.0,3.0,2.0,12600,0.3957892691305749,50087
18.0,3.0,2.0,12600,0.2805145137992446,350499
18.0,3.0,2.0,12600,0.2307391044845911,115223
18.0,3.0,2.0,12600,0.2307391044845911,88557
18.0,3.0,2.0,12600,0.19008462148933028,16808
19.0,3.0,2.0,9021,0.24116297412533852,13767
19.0,3.0,2.0,9021,0.17436533959399866,24833
19.0,3.0,2.0,9021,0.14598061767073162,51450
19.0,3.0,2.0,9021,0.14534320373405002,48395
19.0,3.0,2.0,9021,0.141881130349989,1930
20.0,3.0,2.0,672,0.281502218805569,674
20.0,3.0,2.0,672,0.2713836259772903,673
20.0,3.0,2.0,672,0.24073287261347653,12444
20.0,3.0,2.0,672,0.2147835989722192,12445
20.0,3.0,2.0,672,0.15856743839593376,675
21.0,3.0,2.0,121,0.3127168563203726,122
21.0,3.0,2.0,121,0.17406074025817678,120
21.0,3.0,2.0,121,0.13197429282630513,1858
21.0,3.0,2.0,121,0.11506674380722454,72972
21.0,3.0,2.0,121,0.11455752133251186,38757
22.0,3.0,2.0,14873,0.1707374914045462,18269
22.0,3.0,2.0,14873,0.1685835729823436,953
22.0,3.0,2.0,14873,0.15888195919492754,9975
22.0,3.0,2.0,14873,0.14499714039354272,38185
22.0,3.0,2.0,14873,0.1431542929604265,82702
23.0,3.0,2.0,33875,0.18985693585173088,115223
23.0,3.0,2.0,33875,0.18985693585173088,88557
23.0,3.0,2.0,33875,0.18476913641125517,12600
23.0,3.0,2.0,33875,0.15567687257635832,350499
23.0,3.0,2.0,33875,0.1531383876267648,82702
24.0,3.0,2.0,12,0.18225237987251286,127380
24.0,3.0,2.0,12,0.13049172169086315,132601
24.0,3.0,2.0,12,0.10682335183044502,13205
24.0,3.0,2.0,12,0.10237781403147851,13522
24.0,3.0,2.0,12,0.10056483694509145,120
25.0,3.0,2.0,20694,0.19163326069670258,953
25.0,3.0,2.0,20694,0.14163762410986114,9488
25.0,3.0,2.0,20694,0.13695274499278887,314285
25.0,3.0,2.0,20694,0.13602313871738295,26497
25.0,3.0,2.0,20694,0.13371468265660635,109080
26.0,3.0,2.0,22,0.18116142651816644,1865
26.0,3.0,2.0,22,0.13906285140105454,58
26.0,3.0,2.0,22,0.13217562163497967,16808
26.0,3.0,2.0,22,0.12655598622797495,13017
26.0,3.0,2.0,22,0.11859197535321739,166426
27.0,3.0,2.0,12279,0.19350445969917884,10054
