,clstr_a,clstr_b,pelicula_id,cos_smltd,vecino_id
0.0,3.0,3.0,9740,0.13956640064384188,2502
0.0,3.0,3.0,9740,0.13700569319934475,36648
0.0,3.0,3.0,9740,0.1351302995057991,9533
0.0,3.0,3.0,9740,0.1340807079239631,348893
0.0,3.0,3.0,9740,0.12571066174553383,8836
1.0,3.0,3.0,2043,0.1919150469204599,94348
1.0,3.0,3.0,2043,0.14868483552598175,40040
1.0,3.0,3.0,2043,0.14367246324305097,152044
1.0,3.0,3.0,2043,0.13231852645985712,31046
1.0,3.0,3.0,2043,0.11962940233315936,1975
2.0,3.0,3.0,1995,0.19387622776689276,1996
2.0,3.0,3.0,1995,0.14521843518843186,80256
2.0,3.0,3.0,1995,0.11732996575284209,2059
2.0,3.0,3.0,1995,0.10904823665394722,231811
2.0,3.0,3.0,1995,0.10613812823645583,158519
3.0,3.0,3.0,9799,0.2935900333671143,51497
3.0,3.0,3.0,9799,0.1876768037099375,13804
3.0,3.0,3.0,9799,0.10107149192301211,561
3.0,3.0,3.0,9799,0.09607194004467795,348893
3.0,3.0,3.0,9799,0.09336741577641024,10045
4.0,3.0,3.0,331,0.11086384854671216,76341
4.0,3.0,3.0,331,0.10628761920518569,87421
4.0,3.0,3.0,331,0.10531097275687867,71679
4.0,3.0,3.0,331,0.10395233667316116,11470
4.0,3.0,3.0,331,0.10344607717711295,38157
5.0,3.0,3.0,5175,0.17765609964494103,137409
5.0,3.0,3.0,5175,0.16317189359875922,5174
5.0,3.0,3.0,5175,0.15351134664422453,13988
5.0,3.0,3.0,5175,0.14506977928253423,37169
5.0,3.0,3.0,5175,0.14046221565063033,345468
6.0,3.0,3.0,8922,0.13824840661642224,49018
6.0,3.0,3.0,8922,0.12531452375856025,84348
6.0,3.0,3.0,8922,0.11817147507780472,1996
6.0,3.0,3.0,8922,0.11297249947173289,203835
6.0,3.0,3.0,8922,0.10752328639517104,10866
7.0,3.0,3.0,30379,0.18668594256869048,16007
7.0,3.0,3.0,30379,0.15025745257427942,38828
7.0,3.0,3.0,30379,0.14109106084687176,134371
7.0,3.0,3.0,30379,0.13348636028077576,395925
7.0,3.0,3.0,30379,0.1237035599167455,14869
8.0,3.0,3.0,10866,0.14278267343300094,300665
8.0,3.0,3.0,10866,0.1401598091973488,7006
8.0,3.0,3.0,10866,0.1246193563125446,37169
8.0,3.0,3.0,10866,0.12030156185394397,56937
8.0,3.0,3.0,10866,0.10752328639517104,8922
9.0,3.0,3.0,8007,0.11524494095022553,100183
9.0,3.0,3.0,8007,0.11256062844538145,7451
9.0,3.0,3.0,8007,0.1113436756653239,54445
9.0,3.0,3.0,8007,0.1081669543054268,395925
9.0,3.0,3.0,8007,0.10750394833385002,50699
10.0,3.0,3.0,161,0.2646477902932439,17134
10.0,3.0,3.0,161,0.23809607601208577,298
10.0,3.0,3.0,161,0.21056890533042427,27651
10.0,3.0,3.0,161,0.18881618649755316,163
10.0,3.0,3.0,161,0.12345077576284381,196032
11.0,3.0,3.0,11979,0.1683697860691548,2501
11.0,3.0,3.0,11979,0.15849483834968817,20441
11.0,3.0,3.0,11979,0.15568399288834991,1266
11.0,3.0,3.0,11979,0.14535486799352612,18248
11.0,3.0,3.0,11979,0.14512599416307245,12437
