,pelicula_id,overview,clstr_b,clstr_a
34748,222581,"In this tension-packed thriller, brothers Mike and Tre set out in search of better lives, trying to leave their demons behind for good. After being released from prison for a crime he didn't commit, Mike's only care in the world is to protect his young daughter from an unforgiving ex. But the justice that awaits him on the streets is far worse than anything Mike had experienced in prison. His older brother Tre begrudgingly agrees to one last ""delivery"", attempting to free Mike and his new girlfriend from the grips of the criminal underworld. What transpires is a wild misadventure where multiple lives unknowingly intersect, and where decisions are made that will haunt everyone forever",2.0,2.0
34751,97632,"When an alien force wages war on Earth, only the crew of the USS Iowa - the last American battleship, stands in their way.",2.0,2.0
34771,321039,"A number of 'missing person' cases are reported in Phoenix, Arizona when an unexplained light appears in the sky one night in 1997.",2.0,2.0
34784,18492,"Set in a future Bangkok, the story picks-up after a hit-gone-wrong on ""Iron Cop"", the area police chief. The would-be killer ""Pae"", together with his equally inept collection of thugs, now become wanted men themselves as the Thai underworld bristles with the shame &amp; dishonor of such an ignoble bungling.",2.0,2.0
34792,120478,"When a tour guide breaks into America's Most Haunted House, a bit of amateur ghost hunting with friends turns into more horror than they could have ever imagined.",2.0,2.0
34794,224815,"In  2010 “Skinwalker Ranch” gained media attention after experiencing a wide range of unexplained phenomena. Reports ranged from UFO sightings to livestock mutilation, but maybe most notable was the disappearance of ranch owner Hoyt Miller’s eight-year-old son Cody on November 11, 2010. Close to a year later, Modern Defense Enterprises has sent a team of experts to document and investigate the mysterious occurrences, which only escalate upon their arrival. Tensions rise as the team must decide how far they will go to unlock the mysteries of “Skinwalker Ranch.” The group debates whether the answers are worth risking their lives for, or if they should just call off the investigation and leave the ranch—that is, if leaving is actually an option…",2.0,2.0
34798,21753,It was at a very young age that Abby found herself experimenting with the gift of art while she practically...,2.0,2.0
34875,221444,"A sewage worker gets trapped inside a septic tank during a water contamination crisis and undergoes a hideous transformation. To escape, he must team up with a docile Giant and confront the murdering madman known as Lord Auch.",2.0,2.0
34920,347548,Neighbors in a block wake one morning to find they have been sealed inside their apartments. Can they work together to find out why? Or will they destroy each other in their fight to escape?,2.0,2.0
34936,232711,"While returning home from the marriage of her friend, Ritu Pereira, Neha Verma, an air hostess, witnesses the brutal death of Superintendent of Police Jaidev Singh,...",2.0,2.0
34938,276846,"Badal is a victim of the 1984 riots, brought up by a terrorist. Badal aims to kill the treacherous police officer who had killed his parents and his loving sister. He takes shelter in the house of an honest police officer and falls in love with a minister's granddaughter. Will he be able to accomplish his revenge?",2.0,2.0
34942,294741,"It's 1969 at a strict English girls' school where charismatic Abbie and intense and troubled Lydia are best friends. After a tragedy occurs at the school, a mysterious fainting epidemic breaks out threatening the stability of all involved.",2.0,2.0
34943,53554,"On their way to find Paris, Sture the dog (Hasse Alfredsson) and his friend Picasso end up on a hotel in the middle of nowhere. Along with Miss Mops, Sture tries to sniff out who is causing all the strange events of the hotel.",2.0,2.0
34945,89604,"Emilka meets the slightly-older Maciek out at a club one night. He shows Emilka—who was brought up by a single mom—a whole new world filled with desire, passion, restlessness and rebellion. The girl moves in with him and at first everything seems just perfect, but gradually Emilka discovers her separate identity, and starts to grow apart from him. When her dream of becoming a singer comes true, Maciek feels threatened. A toxic love game begins, full of lust and jealousy.",2.0,2.0
34997,58720,"Jane McCoy, a recent college graduate, much to her parent's dismay, decides to scrap her plans for law school to pursue an acting career full-time. Struggling to make ends meet, she meets a confident and persuasive friend who shows her the way to make extra money go-go dancing. What starts as just an ""easy money"" job, however, rapidly becomes an all-consuming activity that slowly pulls Jane from her acting classes, her relationships with her boyfriend and family, and, most importantly, from her true self.",2.0,2.0
35006,170752,"An unlikely basketball team of unappreciated middle-aged Texas women, all former high school champs, challenge the current high school girls’ state champs to raise money for breast cancer prevention. Sparks fly as the women go to comic extremes to prove themselves on and off the court, become a national media sensation, and gain a new lease on life.",2.0,2.0
35035,23857,Two roommates discover that the family of one of their girlfriends is populated with vampires.,2.0,2.0
35036,40635,"Marco Poloni's family owns a bakery in the Bronx and it seems that they have fallen on hard times and his family is considering selling the bakery. Marco then decides to enter a baking competition hoping that the money and publicity will help them. But he needs a partner, so her asks Grace Carpenter, the baker of restaurant, but unfortunately they started off on the wrong foot, but she agrees. So they go to the competition and things seem to be looking good except for a few complications. One of the other contestant Jacques du Jacques is Marco's former classmate at the Academy, whom he says betrayed him. Emil, one of the judges, is Marco's former instructor at the Academy whom he did not leave a good impression on. And Marco's temper. So will they be able to pull it off. And at the same time Marco finds himself attracted to her but she already has a boyfriend.",2.0,2.0
35056,39850,"A three-part anthology film about love and sexuality: a menage-a-trois between a couple and a young woman on the coast of Tuscany; an advertising executive under enormous pressure at work, who, during visits to his psychiatrist, is pulled to delve into the possible reasons why his stress seems to manifest itself in a recurring erotic dream; and a story of unrequited love about a beautiful, 1960s high-end call girl in an impossible affair with her young tailor.",2.0,2.0
35057,79212,"Celal Tan is a well-respected constitutional law professor who lives in a provincial city has two children from his first marriage. Many years after the death of his first wife, he married a woman much younger than him, a university student, whose life he has saved in some way. In the third year of their marriage, the extremely tragic story of Celal Tan and his family begins after a big crisis happened in front of the whole family. While trying to hide the secret, the family falls into absurd and tragicomic positions. Regardless of all happenings, Celal Tan tries to keep the family together.",2.0,2.0
35060,33624,"Ben and Bill are the two worst, completely useless agents - real losers. But who else would you send on a super-difficult top-secret mission? The French have just sold a new high-power M51 rocket to the Russians for crazy money. Unfortunately for them, the rocket was hijacked before they could get it of their hands. However, not just any fool is up to neutralizing this threat, but only the craziest and most stupid of them can cope with such a task.",2.0,2.0
35088,189755,"Their relationship on the rocks, a young Brooklyn couple heads to a remote B&amp;B to work things out. But from the moment they arrive at The Happy House it's one disaster after another, and they soon begin to suspect they've wandered into a real life horror movie. Events escalate from weird to terrifying as they contend with the house's batty owner, her imposing son, a moody Swedish lepidopterist, a pedantic English professor, an extraordinarily rare butterfly, the world's best blueberry muffins, a .44 Magnum, a demented serial killer, and one very strict rulebook.",2.0,2.0
35137,169020,"Muzafar and Feruz are two easy going shepherds from Taboulistan, a tiny country in Asia that is unknown to the rest of the world. To alert the world to his country’s existence, the son of Taboulistan’s president decides to instigate a program of publicity terrorism. To that end, he recruits our two naive shepherds, their mission: to destroy the Eiffel Tower! But the France that Muzafar and Feruz discovers is far from what they had expected...",2.0,2.0
35144,167364,"This is the story of four French friends: the Greek (an osteopath), Fifi (who lives with his mother), Fortuné (a West Indian) and Freddy (a gambler). They meet up regularly at a Parisian bookmakers’, their favourite haunt. Tired of frittering away the little spare cash they have, they agree to give up gambling. But no sooner have they taken this pledge than Fate intervenes, in the guise of the turf king, Monsieur Paul. The latter persuades the four friends to buy a champion racehorse, not knowing that it is in fact an old nag…",2.0,2.0
35157,65545,"This story take place in Moscow during the 1970s and unfolds around the love triangle between two young men and a girl who study at the same university. They argue, make up, and face their first disappointments and victories. While busy with personal lives and loves, they miss foreseeing that the country in which they were born and live will soon disappear from the map.",2.0,2.0
35169,16915,"A brutally sadistic rape leads to a series of bizarre gory murders during a midnight disco bowl-a-rama at a popular bowling alley. One by one, players of two teams meet blood-drenched gruesome deaths at the hand of a black bowling-gloved masked killer. This alley runs red with blood by sunrise.",2.0,2.0
35170,252189,"The “Summer Camp” horror trilogy was one of the most popular franchises of the 1980s. However, the decade ended and so did director Julian Barrett’s career. Now Barrett plans to resurrect his gory series via a modern reboot patterned after reality filmmaking. With his former leading lady and an eclectic group of 10 young “contestants,” Barrett returns to the same locale where his old splatter-fests were filmed. When one of the campers is found savagely murdered, they realize there’s more at stake than just fame and fortune. Each of them is in a fight for their lives as they realize summer is over – forever.",2.0,2.0
35171,30579,"After she becomes stranded in a small town, a young woman discovers her arrival there was foretold a century earlier by the town's founding preacher and that she is an integral part of his impending - and terrifying - rebirth.",2.0,2.0
35173,19543,"A genetically created Anaconda, cut in half, regenerates itself into two aggressive giant snakes, due to the Blood Orchid.",2.0,2.0
35174,19543,"A genetically created Anaconda, cut in half, regenerates itself into two aggressive giant snakes, due to the Blood Orchid.",2.0,2.0
35175,19543,"A genetically created Anaconda, cut in half, regenerates itself into two aggressive giant snakes, due to the Blood Orchid.",2.0,2.0
35176,212494,"Scott Rantzen (Brady Simenson) is a horror movie loving misfit who is teased by the popular students in school. When a date with the very popular and very beautiful Erica Carpenter (Stephanie Leigh Rose) backfires, he feels as though his life is ruined. Ten years later, the gang reunite for their class reunion. Little do they know that someone is waiting for them and ready to see that they pay for what they did. Is Scott back for revenge and will the old gang survive to tell the tale? It'll be more gore for Class of 04.",2.0,2.0
35177,48333,"When he began fusing human and shark DNA, his colleagues laughed at him. Now his creation is taking his revenge, and they aren't laughing anymore.",2.0,2.0
35182,92393,Survivors of an airplane crash find themselves within the borders of a government testing area and pursued by predators.,2.0,2.0
35183,12759,"It's 1905 when 12 year old Sophia plays all by herself in her big, creepy house with only four handmade dolls as friends. When her abusive father has finally had enough, he forces her to bury them in the backyard. But, after she ""slips"" and breaks her neck, dad buries her right along with the dolls. 100 years later, the Fillbrook family moves into the very same house.",2.0,2.0
35185,55681,Young girls are disappearing in and around the Mary Magdalen Halfway House for Troubled Girls.,2.0,2.0
35186,30385,No overview found.,2.0,2.0
35187,22573,"A contagious virus is turning everyone into zombies, and the only hope for survival lies in the hands of three couch potatoes.",2.0,2.0
35200,224923,"The life of an illegal Russian boy who, after losing his family, is pushed into becoming an escort - ultimately trying to come to terms with who he thinks he is.",2.0,2.0
35212,46734,Eva meets Tudor on the day of her 16th birthday. It is Tudor who is to make her feel whole as a woman. He becomes for her a source of both love and suffering through his constant mysterious departures and reappearances.,2.0,2.0
35215,79722,"Two years after Jason Parks (Landy Cannon) saved Warrior Princess Summer Vale (Brigitte Kingsley) from her life hunting Killopoths in the demon dimension, a sudden surge of supernatural activity and violent attacks have resurfaced on our plane beyond the normal parameters of the portal. The Rising Dark Agency, a black ops division of the government headed by Colonel Haggerd (Michael Ironside), suspects that the mystic strikes suggests the work of Mardock, an evil Demon-god capable of destroying worlds. When a new demon sub-species disrupts Summer's wedding and eats her fiancée, the war on the new Demon Lord begins. With her group of misfits and their BFG's - Summer sets out to destroy Mardock, but no one is prepared for who they find behind the Dark Lord's ascension.",2.0,2.0
35216,79722,"Two years after Jason Parks (Landy Cannon) saved Warrior Princess Summer Vale (Brigitte Kingsley) from her life hunting Killopoths in the demon dimension, a sudden surge of supernatural activity and violent attacks have resurfaced on our plane beyond the normal parameters of the portal. The Rising Dark Agency, a black ops division of the government headed by Colonel Haggerd (Michael Ironside), suspects that the mystic strikes suggests the work of Mardock, an evil Demon-god capable of destroying worlds. When a new demon sub-species disrupts Summer's wedding and eats her fiancée, the war on the new Demon Lord begins. With her group of misfits and their BFG's - Summer sets out to destroy Mardock, but no one is prepared for who they find behind the Dark Lord's ascension.",2.0,2.0
35217,79722,"Two years after Jason Parks (Landy Cannon) saved Warrior Princess Summer Vale (Brigitte Kingsley) from her life hunting Killopoths in the demon dimension, a sudden surge of supernatural activity and violent attacks have resurfaced on our plane beyond the normal parameters of the portal. The Rising Dark Agency, a black ops division of the government headed by Colonel Haggerd (Michael Ironside), suspects that the mystic strikes suggests the work of Mardock, an evil Demon-god capable of destroying worlds. When a new demon sub-species disrupts Summer's wedding and eats her fiancée, the war on the new Demon Lord begins. With her group of misfits and their BFG's - Summer sets out to destroy Mardock, but no one is prepared for who they find behind the Dark Lord's ascension.",2.0,2.0
35218,79722,"Two years after Jason Parks (Landy Cannon) saved Warrior Princess Summer Vale (Brigitte Kingsley) from her life hunting Killopoths in the demon dimension, a sudden surge of supernatural activity and violent attacks have resurfaced on our plane beyond the normal parameters of the portal. The Rising Dark Agency, a black ops division of the government headed by Colonel Haggerd (Michael Ironside), suspects that the mystic strikes suggests the work of Mardock, an evil Demon-god capable of destroying worlds. When a new demon sub-species disrupts Summer's wedding and eats her fiancée, the war on the new Demon Lord begins. With her group of misfits and their BFG's - Summer sets out to destroy Mardock, but no one is prepared for who they find behind the Dark Lord's ascension.",2.0,2.0
35219,13732,"A group of travelers, including a monk, stay in a lonely inn in the mountains. The host confesses the monk his habit of serving poisoned soup to the guests, to rob their possessions and to bury them in the backyard. The story unfolds as the monk tries to save the guest's lives without violating the holy secrecy of the confession.",2.0,2.0
35230,70747,A Chilean family deals with the new values in a quickly changing world.,2.0,2.0
35253,65020,"The water is tainted. The Taint poisons the minds of men. It turns them into raging misogynists: monsters who want nothing more than to crush women's heads with rocks (or other objects). When society is transformed into a land of sadistic violence and horrible brutality, it is up to Phil O'Ginny and his hot friend, Misandra, to combat the horrible evil that is The Taint. Can they survive a world brimming with castration and endless head crushing?!",2.0,2.0
35260,39446,"""At Risk"" introduces Win Garano (Sunjata), the rising star of the Massachusetts State Police, when D.A. Monique ""Money"" Lamont (MacDowell) sends him to Tennessee to investigate a cold case that took place more than 20 years before. The calculating Monique thinks she has found the perfect murder to showcase her new crime initiative and Win has no choice but to follow her lead. With the help of his colleague Sykes (Gish), Win follows the evidence as it leads him to a killer in Knoxville, and then all the way back to Boston and a crime that hits much closer to home.",2.0,2.0
35278,310491,"In a desperate attempt to reunite his broken family, a young taxi driver becomes entangled in the criminal underworld.",2.0,2.0
35281,291290,A limo ride turns hellish as several kidnappers set their sights on the young people inside.,2.0,2.0
35297,84520,A prostitute looking for her next meal hitches a ride with a trucker that leaves her praying for her next breath.,2.0,2.0
35301,105885,"From the director of Is It Just Me? comes this sparkling romantic comedy which takes online dating to the extreme! Marshall is an over-worked ad exec who is suffering from a serious case of the seven year itch with his loving boyfriend. As Marshall’s 30th birthday nears he sets hell-bent on changing his life and comes across a mysterious dating app called eCupid which quickly turns his world upside down, overwhelming him sexy guys at every turn! Firing on all cylinders with a sharp script, hot cast and even an extended cameo from Hollywood legend Morgan Fairchild, eCupid will win your heart!",2.0,2.0
35308,14074,"A story from the wilderness, where conditions of survival challenge the rules of modern society, Wolf is a contemporary drama set in northern Scandinavia. Klemens (Peter Stormare) and Nejla (Robin Lundberg) own a small herd of reindeer. Klemens lives in tune with nature and according to the rhythm dictated by his work. His young nephew, Nejla admires him and wants to follow in his footsteps. But neither his mother nor society will allow that to happen. The herd is attacked and they react without regard for the law. A well aimed stroke of the axe puts relationships to the test. What are the consequences and who will take the blame?",2.0,2.0
35320,349158,"Canterlot High meets its rival school, Crystal Prep Academy, in a competition that’s a long-standing tradition – The Friendship Games. Sunset Shimmer is tasked with keeping magic out of the games to avoid the appearance of impropriety while she and her friends compete against Crystal Prep’s top students led by someone with an equal amount of interest in Equestrian magic – this world’s TWILIGHT SPARKLE.",2.0,2.0
35321,349158,"Canterlot High meets its rival school, Crystal Prep Academy, in a competition that’s a long-standing tradition – The Friendship Games. Sunset Shimmer is tasked with keeping magic out of the games to avoid the appearance of impropriety while she and her friends compete against Crystal Prep’s top students led by someone with an equal amount of interest in Equestrian magic – this world’s TWILIGHT SPARKLE.",2.0,2.0
35335,51210,"This holiday-themed children's film offers a unique take on the legend of Santa Claus and his tiny reindeer. In this movie, a young boy finds a deer in the forest he is sure is Santa's beloved Prancer. Determined to return the creature to the North Pole and his rightful destiny, the child overcomes the cynicism of his family to teach them and us a lesson about the true spirit of Christmas.",2.0,2.0
35370,214758,"Buenos Aires screenwriter Pablo is hired to write a new romantic comedy. As he begins his story, he visualizes his characters living in Madrid. Pablo creates a meet-cute between Marina and Víctor, a cute couple in Madrid who are soon totally in love. Yet as Pablo gets more and more into the script, he finds it difficult to separate his movie characters from what is happening in his own real life – specifically, his own love life.",2.0,2.0
35378,334028,"When a troubled teen is subjected to severe bullying, he accidentally conjures the vengeful ghost of Moira Karp. Once a teenage girl pushed to suicide, Moira is now an unstoppable force on a mission of gruesome retribution. But when she goes to far, he must prevent her from spiraling out of control in this passionate and vividly violent supernatural thriller.",2.0,2.0
35381,325039,"Based on a story of Countess Bathory, a serial killer in 16th century Transylvania who supposedly killed hundreds of children.",2.0,2.0
35385,361042,"It's Halloween eve on Shelter Island, and the small town is preparing for a killer storm. But the dark clouds gathering over the island are bringing with them a curse one-hundred years in waiting. As the woods give birth to an ungodly and insatiable creature of fire, bones, and earth, three sisters must scramble to stay alive through the long dark night of the Hollow. For it's not something you can kill. It's only something you can try and survive.",2.0,2.0
35386,32206,A group of talented but rebellious 'rock-star scientists' find themselves in a race against time to save Earth when a comet makes an unexpected turn towards our blue planet where all life may cease to exist within days if our small town heroes fail to find a solution.,2.0,2.0
35387,172721,"In End of the World, the fate of humanity lies in the hands of two guys who run a video rental store and are “sci-fi obsessed” movie fans.  And who better to save the world, than guys who have seen all the movies and all the “out there” ways to save it!?",2.0,2.0
35388,149722,"Just in time for the joyous holiday season, this film connects the ancient Mayan prophecy of worldwide destruction at the end of 2012, and the iconic holiday song, The 12 Days of Christmas. But there is hope: a father learns that his daughter is really the ""Chosen One"" who, alone, can stop further catastrophe - if he can stave off the lunatic townspeople blaming her for the community's destruction.",2.0,2.0
35390,197599,"A small boy discovers a mystical power as a child. He is then separated from his childhood girlfriend. He grows up to be a computer scientist who is hacking into the most secret national and international secrets, as well as being an acclaimed novel writer. His childhood 'finding' gives him amazing paranormal powers. He is reunited with the childhood girlfriend, mystically, on his hospital deathbed... as his relationship with his current drug addict girlfriend is deteriorating. The passions build between the threesome. Mystical, psychiatric and worldly forces rise to prevent him from revealing the hacked secrets. He attempts to reveal all in a Washington DC large press conference, with 'fateful' and dangerous consequences.",2.0,2.0
35391,10124,Two hospitalized young people discover that things can get even worse when the dilapidated institution is stranded by a severe storm and a maniac stalks the corridors butchering the patients and staff.,2.0,2.0
35392,221801,"Love, loss and hope are tumultuously explored amidst a tranquil backdrop and asks us all the question: What is your dream?",2.0,2.0
35415,107100,An object is shot down over Seattle and the debris begins to effect the local weather ultimately threatening the whole world.,2.0,2.0
35427,136793,"When a daredevil kid named Ernie, his sister Julia, and his best friend Max are horsing around in Max's inventor father's workshop, they accidentally trip a time-machine into operation and find themselves transported back in time 65 million years, where they meet a T-Rex named Tyra and her rambunctious dinosaur son Dodger. The unlikely group find themselves on an amazing adventure exploring the lush prehistoric jungle, despite Tyra's evil dinosaur rivals conspiring against them - while, back in the present day, Max's dad and Ernie and Julia's overprotective mom plot their rescue.",2.0,2.0
35430,321621,"Notorious hacker Drew Reynolds is captured by the CIA and given a proposition - work for them or spend the rest of his life in prison. Agreeing on the condition that he can form his own team, he puts together a group of ""throwaways"" - the people deemed expendable and seemingly the worst in the organization.",2.0,2.0
35435,25041,"The executive producers of High School Musical keep the good times rolling with this upbeat musical comedy set in the one place every American teenager's home away from home - the local shopping mall. Ally (Nina Dobrev) is an optimistic adolescent singer/songwriter whose hard working mother owns the mall music shop frequented by every teen in town. When Ally shares her music with Joey (Rob Mayes), a janitor in the mall who harbors rock star ambitions, she is thrilled to find someone who can truly relate to her songs as well as her heart. Trouble looms on the horizon, however, in the form of the mall owner's spoiled rotten daughter Madison (Autumn Reeser). Madison is the kind of girl who's used to getting whatever she wants, and what she wants now could prove disastrous for both Ally's ambitions, and her mother's popular music store.",2.0,2.0
35436,17223,No overview found.,2.0,2.0
35437,72246,"Viviana (Andrea Lopez) and Alicia (Martha Isabel Bolaños) have never met, but they're about to get intimately acquainted. One day, while tipping drinks back in a bar, the two women strike up a conversation that quickly turns personal, Viviana is locked in an abusive marriage, and Alicia's female lover, Lorena (Carolina Sepulveda), has recently fallen for another woman. As the two women strangers find common ground in their lives, they enter into a secret pact to kill the people who have made their lives a living hell. Seductive, bloody and shocking events send them both plummeting down a destructive path from which there is no escape",2.0,2.0
35438,347969,"When his long-lost outlaw father returns, Tommy ""White Knife"" Stockburn goes on an adventure-filled journey across the Old West with his five brothers.",2.0,2.0
35440,338930,"2015 Malayalam thriller film written and directed by Ranjith. It features Mohanlal as Raju and Andrea Jeremiah as Jayanthi in lead roles along with Ajmal Ameer, Siddique, Mythili, Tini Tom, Vijayaraghavan, Renji Panicker and V. K. Prakash in significant roles. The film is produced by Antony Perumbavoor under the banner Aashirvad Cinemas.",2.0,2.0
35445,48009,"Sixteen year old Sergei is the son of Boris, the head of the Batagi clan of reindeer breeders. Awarded the title of herdsman, with the clan's largest herd, he joins the Evenk tribe for the first time as they begin their summer cattle drive across the pastures of the Siberian mountains. As the tribe's only source of income, these reindeer are their pride and joy and they will stop at nothing to protect them from their most bitter enemy, the Wolf. Written by American Film Market.",2.0,2.0
35453,179375,"An investigatory story that centers around an Assistant Commissioner of Police, Ratheesh Vasudevan who uncovers the mystery behind the illicit killing of a young communist, Anoop.",2.0,2.0
35454,56685,"Henrik is a young father who lives in Stockholm, constantly plagued by nightmares with his deceased mother. One day, he receives the news that his father, father, who lives in a remote village, it is drowned and died. The circumstances of drowning are mysterious. Henrik travels to the village to investigate the cause of his death. To find out more about the drowning and on his father, the door to the unknown and open. Shadows of the past emerge, returning to this world for one reason only: revenge.",2.0,2.0
35459,27009,"A scientific expedition to Loch Ness runs into trouble when the group leader is killed in a mysterious diving accident. Soon after, when the unorthodox Professor Howell shows up to take over as leader of the group, more strange incidents and attacks start to occur. While Howell and TV producer Elizabeth Borden are busy investigating the source of the attacks, the body of an enormous sea creature washes up on the lake's shore.",2.0,2.0
35462,6884,Inept beings from the planet Kabijj land on Earth and attempt to behead all of its beings and take over the planet,2.0,2.0
35465,98456,Gabino becomes obsessed by his ex-girlfriend who humiliates him all the time.,2.0,2.0
35466,31377,"Spy School is the story of a twelve year old boy known for telling tall tales who overhears a plot to kidnap the President's daughter. When he goes public with his story, no one believes him, and he is forced to save her on his own.",2.0,2.0
35475,262165,"Carmilla comes to a rural town where her mother mysteriously disappeared years earlier. She is aided in her quest by an emotionally troubled local girl, with whom she becomes romantically involved. Their relationship ignites the wrath of the girl's father, who holds the key to the dreadful truth Carmilla is seeking. Inspired by Joseph Sheridan Le Fanu's famed Gothic novella.",2.0,2.0
35489,64655,"Patricia (Kate Fahy) and her two children, young adults Edward (Tom Hiddleston) and Cynthia (Lydia Leonard), arrive for a break at a holiday cottage. As rain and wind lash against the windows, Patricia grows exasperated at the absence of her husband, who remains an unheard voice on the phone. Good-natured Edward struggles to hide his angst at where his life is heading and assumes a fatherly role while becoming weirdly familiar with Rose (Amy Lloyd), the family’s hired cook. Cynthia, meanwhile, looms like a dark cloud and snaps and lashes out for no clear reason.",2.0,2.0
35493,103502,"Clara and Nikolai meet at a sweat-soaked rave and end their night at his apartment. The first part of the film is an erotic and candid portrait of their lovemaking.  When Clara tries to sneak out without saying goodbye, this typical hookup takes an unexpected turn...",2.0,2.0
35495,329833,Derek and Hansel are modelling again when an opposing company attempts to take them out from the business.,2.0,2.0
35506,245739,A young boy is bored spending time with his dull grandma until he discovers she's an international Jewel thief.,2.0,2.0
35510,17306,"A scientific experiment goes haywire, creating an arachnophobic nightmare. If there's a way to stop them, somebody better find it soon before they kill everything in sight!",2.0,2.0
35525,347944,"A new girl in a quiet town, Tess tries to manage her psychosis while adjusting to her new life with her mom. After stumbling upon the shrine of Lucy, a hit and run victim, Tess finds herself overwhelmed by hallucinations of the dead girl and starts to question her sanity again.  When the spirit possesses Tess’s mind and soul, mother and daughter are at a loss for where to turn next for salvation: religion or medicine?  Both institutions have failed them to date but faith leads them to the house of Sarah, Lucy’s mother, who has been despondent since the accident.  All together with time working against them, Sarah is desperate to believe that Lucy is still alive in Tess but neither parent wants to give up on their daughter.  Now that she understands what is happening to her, ultimately Tess must decide whether she wants to keep fighting or succumb to her affliction.",2.0,2.0
35530,185497,"Maya becomes the target of the Russian mafia after her husband, a successful American businessman, is killed.",2.0,2.0
35544,120172,"The movie is a post-apocalyptic horror/science fiction film. the setting is in a near post apocalyptic future where a biological warfare program goes wrong, and turns most of humanity to mindless, murderous creatures.",2.0,2.0
35545,284460,"25 years later after the events of Samurai Cop (1991), Detective Frank Washington is forced to team up with his long estranged partner Joe Marshall to solve a series of assassinations being committed by a secret group of female vigilante killers.",2.0,2.0
35552,80041,"The Runway is inspired by the true story of a South American pilot who landed his plane near Mallow, in 1983. Against all odds, the people of the town came together to build a runway to get him home and briefly caught the imagination of the nation. It is the story of Paco, a young boy without a father who adopts the pilot and convinces the town to build a runway to get him home.",2.0,2.0
35556,36771,"Uuno disguises as an old man and infiltrates a nursing home for rich old people, where his father-in-law also lives. The ever-hungry Uuno is seduced by the table groaning with food, but as it happens, he never manages to be there at dinnertime. Meanwhile Sörsselssön enters Uuno for a TV competition named This Is My Life, where contestants tell about their life as viewers vote them either to continue or out of the show. The nursing home elderly watch on TV as Uuno tells the show's host his life story.",2.0,2.0
35562,40836,"Tony Danza stars as a thief named Jack Clayton. When Jack is about to be caught at the mall, he dresses up as Santa Claus and hops on the bus to Evergreen. He is mistaken for the new Santa at Sarah Gibson's tree store. He is very reluctant at first, but after becoming a part of the town, and falls in love with Sarah, he begins to have second thoughts on robbing Evergreen's bank.",2.0,2.0
35563,351819,An inexperienced college student meets a wealthy businessman whose sexual practices put a strain on their relationship.,2.0,2.0
35581,149232,"Toni Jo tries to break her husband, Cowboy, out of prison and becomes an instant sensation due to her beauty.",2.0,2.0
35582,237710,"An overlooked middle child finds himself in the unexpected spotlight when he realizes his family's terrible Christmas day keeps repeating. As the only one experiencing the day over and over, he decides to use his unique gift to give the holidays a makeover and his family a Christmas they will never forget.",2.0,2.0
35583,356486,"As the staff of Good Friends Church Camp prepares for a spring break filled with ""Fun Under the Son"", a demon logger rises from his sap boiler to wreak his vengeance and feast on flapjacks soaked in the blood of his victims.",2.0,2.0
35586,46914,"A series of intertwining tales involve ""pleasure seekers and pleasure providers"" during the course of one night in Geylang, Singapore's red-light district. There are three distinct stories, united only by the presence of characters from all the stories in a streetside eatery:",2.0,2.0
35601,45528,"Naoko meets Yusuke while staying on an island for medical treatment. Yusuke's graceful athletic figure captivates her eyes and she falls in love with him. But their relationship is soon broken after Yusuke's father dies while trying to save Naoko from drowning. The memory of Yusuke leads Naoko to the track, and six years later, they meet each other again at a Marathon competition. Naoko decides to become a manager to help Yusuke, a gifted runner, and they embark on training together to heal their sorrows from the past.",2.0,2.0
35606,58550,"Diving to save a camera from a fall down a flight of stairs, high school junior Naomi Sukuse wakes with no memory of the last four years. Naomi must remember who she was and figure out who she wants to be in this story of love and second chances.",2.0,2.0
35615,138853,"Nanami Hoshino, a wealthy entrepreneur, marries Korean potter Kim Jun-ho, and they both live a seemingly happy life. Then, one year after their marriage, Nanami is killed by a biker on her way home. This tragedy leaves Jun-ho completely devastated. At the hospital, Nanami's ghost arises from her body, and upon meeting a ghost child, she realizes that she is a ghost whose presence cannot be seen. She then realizes that her death was no coincidence and Jun-ho is in imminent danger. Unable to communicate with normal humans, Nanami seeks help from the elderly psychic Unten in hopes of saving Jun-ho's life.",2.0,2.0
35619,67560,"30 something year old Yuriko (Noriko Eguchi) works as a aromatherapist at an aroma salon. She uses essentials oils and her hands to soothe her client’s inner well-being. Yuriko also has a secret she can’t tell anyone; She gets incredibly turned on by the sweaty scent of a 17 year old high school student named Tetsuya (Shota Someya). Tetsuya is also the nephew of the salon owner (Jun Miho). Meanwhile, salon client Ayama (Saori Hara) asks to practice aromatherapy, but her real intent is to press her large breasts against Yuriko.",2.0,2.0
35620,64228,"Chelo is an architect, withdrawing from her social life because of realistic dreams she's having of a romance with a strange man. She's convinced the man is real, out there, destined to be with her. She reports a rape to the police, describing the man of her dreams to a sketch artist. The police find a suspect: he's Marcos, a physician. Chelo tells the police this is not the man who raped her, but now she has Marcos in her sights. Her plan for him to fall in love with her is complicated by his having a fiancée. What can Chelo do? Meanwhile, Marcos has violent dreams about an unfamiliar woman. Chronologies overlap, glass breaks. Can a mind lie to itself?",2.0,2.0
